Código|Data|Último|Abertura|Máxima|Mínima|Vol.|Var%
EGIE3|Abr 15|20,98|21,03|21,90|20,29|16,15M|1,13%
EGIE3|Mar 15|20,74|19,63|21,33|18,51|17,90M|5,69%
EGIE3|Fev 15|19,63|18,30|19,82|17,28|15,73M|7,26%
EGIE3|Jan 15|18,30|19,69|20,34|17,78|20,89M|-7,95%
EGIE3|Dez 14|19,88|20,15|20,52|18,41|14,58M|-2,42%
EGIE3|Nov 14|20,37|19,49|20,51|18,72|18,28M|5,57%
EGIE3|Out 14|19,30|19,46|21,04|17,24|34,28M|-1,92%
EGIE3|Set 14|19,68|21,24|21,47|19,52|19,17M|-6,43%
EGIE3|Ago 14|21,03|19,06|22,08|18,67|18,92M|10,36%
EGIE3|Jul 14|19,06|18,49|20,07|18,31|17,24M|3,00%
EGIE3|Jun 14|18,50|18,66|20,08|18,40|16,77M|-0,60%
EGIE3|Mai 14|18,61|18,58|19,55|18,28|19,18M|0,12%
EGIE3|Abr 14|18,59|19,85|20,37|17,66|21,02M|-5,53%
EGIE3|Mar 14|19,68|18,58|20,31|17,31|22,33M|5,72%
EGIE3|Fev 14|18,61|19,31|19,95|18,02|24,37M|-3,77%
EGIE3|Jan 14|19,34|20,16|21,58|18,80|21,85M|-4,01%
EGIE3|Dez 13|20,15|21,42|21,94|20,09|13,26M|-6,01%
EGIE3|Nov 13|21,44|21,34|22,84|20,81|13,68M|1,36%
EGIE3|Out 13|21,15|20,46|21,41|20,01|11,75M|4,01%
EGIE3|Set 13|20,33|18,99|21,17|18,86|15,08M|7,11%
EGIE3|Ago 13|18,99|19,50|20,08|18,61|15,22M|-2,83%
EGIE3|Jul 13|19,54|18,72|19,67|18,09|14,61M|4,99%
EGIE3|Jun 13|18,61|19,84|20,02|16,96|22,55M|-6,17%
EGIE3|Mai 13|19,83|19,32|20,60|18,82|19,13M|3,65%
EGIE3|Abr 13|19,14|18,73|19,90|18,18|16,96M|2,62%
EGIE3|Mar 13|18,65|18,68|19,18|17,60|18,22M|-0,74%
EGIE3|Fev 13|18,79|18,50|18,83|17,65|15,88M|1,50%
EGIE3|Jan 13|18,51|17,53|19,38|16,48|22,55M|6,12%
EGIE3|Dez 12|17,44|18,22|18,22|17,16|13,91M|-4,30%
EGIE3|Nov 12|18,23|18,17|18,98|16,78|14,06M|0,81%
EGIE3|Out 12|18,08|16,64|18,34|16,28|19,13M|9,38%
EGIE3|Set 12|16,53|17,54|18,16|15,09|19,65M|-5,21%
EGIE3|Ago 12|17,44|18,41|18,67|17,27|13,13M|-4,88%
EGIE3|Jul 12|18,33|18,69|18,89|17,44|19,65M|-1,62%
EGIE3|Jun 12|18,64|16,77|19,07|16,55|17,52M|11,06%
EGIE3|Mai 12|16,78|16,48|17,86|16,09|24,91M|1,83%
EGIE3|Abr 12|16,48|16,10|16,80|15,37|14,69M|2,86%
EGIE3|Mar 12|16,02|14,87|16,34|14,84|21,05M|7,70%
EGIE3|Fev 12|14,87|14,91|15,12|14,20|21,43M|0,13%
EGIE3|Jan 12|14,85|14,69|15,61|14,37|14,78M|1,27%
EGIE3|Dez 11|14,67|13,88|15,25|13,49|13,79M|6,17%
EGIE3|Nov 11|13,82|13,05|14,05|12,97|11,92M|4,05%
EGIE3|Out 11|13,28|12,59|13,53|12,12|12,56M|5,36%
EGIE3|Set 11|12,60|12,28|13,47|12,22|14,88M|3,16%
EGIE3|Ago 11|12,22|12,27|12,47|11,13|21,28M|0,79%
EGIE3|Jul 11|12,12|12,78|12,83|11,82|14,08M|-4,98%
EGIE3|Jun 11|12,76|12,40|12,77|11,81|13,77M|2,80%
EGIE3|Mai 11|12,41|12,85|13,10|12,36|11,67M|-2,08%
EGIE3|Abr 11|12,67|12,70|13,19|12,58|9,75M|-0,14%
EGIE3|Mar 11|12,69|12,02|13,10|11,51|15,29M|6,15%
EGIE3|Fev 11|11,95|11,99|12,30|11,27|15,51M|0,78%
EGIE3|Jan 11|11,86|12,67|12,82|11,77|12,89M|-6,01%
EGIE3|Dez 10|12,62|12,61|13,04|12,09|14,26M|1,37%
EGIE3|Nov 10|12,45|11,76|12,72|11,25|17,69M|-1,41%
EGIE3|Out 10|12,63|12,13|13,30|11,86|19,19M|4,12%
EGIE3|Set 10|12,13|11,09|12,41|10,87|14,99M|8,98%
EGIE3|Ago 10|11,13|11,09|11,82|10,76|10,86M|1,64%
EGIE3|Jul 10|10,95|10,16|11,23|9,94|12,74M|7,88%
EGIE3|Jun 10|10,15|9,73|10,30|9,38|12,43M|2,63%
EGIE3|Mai 10|9,89|10,71|10,71|9,45|12,19M|-6,26%
EGIE3|Abr 10|10,55|9,56|10,76|9,44|16,95M|10,82%
EGIE3|Mar 10|9,52|9,79|9,90|9,37|18,85M|-3,45%
EGIE3|Fev 10|9,86|9,68|10,03|9,13|20,41M|2,28%
EGIE3|Jan 10|9,64|10,24|10,41|9,55|18,05M|-5,95%
EGIE3|Dez 09|10,25|10,24|10,69|9,88|23,16M|2,50%
EGIE3|Nov 09|10,00|9,82|10,59|9,82|16,08M|1,83%
EGIE3|Out 09|9,82|9,82|10,79|9,82|13,24M|0,10%
EGIE3|Set 09|9,81|9,30|10,36|9,04|13,46M|4,70%
EGIE3|Ago 09|9,37|8,83|9,37|8,71|15,84M|6,48%
EGIE3|Jul 09|8,80|8,64|9,20|8,60|16,18M|1,50%
EGIE3|Jun 09|8,67|8,46|8,69|8,06|24,61M|3,34%
EGIE3|Mai 09|8,39|8,32|9,05|8,12|23,65M|1,45%
EGIE3|Abr 09|8,27|7,84|8,63|7,81|19,13M|5,08%
EGIE3|Mar 09|7,87|8,07|8,23|7,78|21,30M|-3,32%
EGIE3|Fev 09|8,14|8,28|8,37|7,87|14,14M|-0,73%
EGIE3|Jan 09|8,20|8,44|8,91|8,14|18,07M|-3,30%
EGIE3|Dez 08|8,48|8,73|9,54|8,19|24,43M|-4,07%
EGIE3|Nov 08|8,84|7,71|9,21|7,51|15,01M|14,66%
EGIE3|Out 08|7,71|9,20|9,24|6,49|20,99M|-17,36%
EGIE3|Set 08|9,33|9,08|9,33|7,68|25,56M|2,75%
EGIE3|Ago 08|9,08|10,13|10,56|8,75|17,33M|-12,36%
EGIE3|Jul 08|10,36|10,00|10,39|9,49|17,33M|0,48%
EGIE3|Jun 08|10,31|10,24|10,72|9,76|17,51M|0,00%
EGIE3|Mai 08|10,31|10,13|10,91|9,49|23,07M|2,49%
EGIE3|Abr 08|10,06|9,25|10,15|8,81|10,92M|6,91%
EGIE3|Mar 08|9,41|8,85|9,41|8,05|13,11M|7,91%
EGIE3|Fev 08|8,72|8,43|9,50|8,19|11,58M|4,18%
EGIE3|Jan 08|8,37|8,91|9,54|7,78|21,52M|-6,06%
EGIE3|Dez 07|8,91|9,52|10,07|8,47|15,62M|-3,68%
EGIE3|Nov 07|9,25|10,11|10,41|8,37|17,59M|-10,28%
EGIE3|Out 07|10,31|9,32|10,81|9,27|17,52M|9,91%
EGIE3|Set 07|9,38|9,31|9,77|8,73|11,98M|0,75%
EGIE3|Ago 07|9,31|9,25|9,54|7,28|18,53M|0,00%
EGIE3|Jul 07|9,31|9,00|10,39|8,88|12,81M|4,26%
EGIE3|Jun 07|8,93|8,56|9,35|8,40|12,05M|4,81%
EGIE3|Mai 07|8,52|7,55|8,73|7,48|14,81M|14,82%
EGIE3|Abr 07|7,42|7,49|8,02|7,30|7,38M|-0,80%
EGIE3|Mar 07|7,48|7,01|7,69|6,90|8,83M|4,32%
EGIE3|Fev 07|7,17|7,65|7,80|7,06|14,85M|-5,53%
EGIE3|Jan 07|7,59|7,36|7,86|6,99|12,95M|1,47%
EGIE3|Dez 06|7,48|6,82|7,48|6,74|19,31M|10,16%
EGIE3|Nov 06|6,79|7,19|7,59|6,67|18,97M|-3,96%
EGIE3|Out 06|7,07|7,48|7,97|6,94|11,63M|-3,42%
EGIE3|Set 06|7,32|8,02|8,04|6,87|6,63M|-8,73%
EGIE3|Ago 06|8,02|7,07|8,32|7,07|6,65M|12,80%
EGIE3|Jul 06|7,11|7,33|7,57|6,69|6,84M|-0,56%
EGIE3|Jun 06|7,15|7,11|7,32|6,24|9,13M|0,56%
EGIE3|Mai 06|7,11|7,15|7,82|6,53|16,16M|-0,70%
EGIE3|Abr 06|7,16|7,65|8,31|7,15|7,97M|-6,41%
EGIE3|Mar 06|7,65|7,26|8,26|7,26|11,30M|5,37%
EGIE3|Fev 06|7,26|6,49|7,27|5,90|14,36M|11,86%
EGIE3|Jan 06|6,49|6,19|6,71|6,03|20,65M|3,67%
EGIE3|Dez 05|6,26|5,80|6,32|5,41|39,64M|9,06%
EGIE3|Nov 05|5,74|6,66|6,66|5,43|2,77M|-13,68%
EGIE3|Out 05|6,65|5,51|6,77|5,28|3,35M|20,25%
EGIE3|Set 05|5,53|4,44|6,03|4,32|2,91M|24,83%
EGIE3|Ago 05|4,43|4,71|4,98|4,05|3,21M|-5,54%
EGIE3|Jul 05|4,69|4,57|4,72|3,78|1,22M|2,18%
EGIE3|Jun 05|4,59|4,91|5,12|4,34|1,30M|-6,33%
FLRY3|Fev 22|19,39|20,18|20,25|18,78|4,42M|-4,10%
FLRY3|Jan 22|20,22|18,01|20,39|15,85|49,02M|12,40%
FLRY3|Dez 21|17,99|17,56|19,75|16,77|33,17M|2,98%
FLRY3|Nov 21|17,47|19,00|21,80|17,07|43,03M|-7,22%
FLRY3|Out 21|18,83|22,11|22,13|18,21|50,29M|-14,87%
FLRY3|Set 21|22,12|23,70|24,60|22,12|33,11M|-6,51%
FLRY3|Ago 21|23,66|23,53|24,83|22,42|50,81M|1,28%
FLRY3|Jul 21|23,36|25,88|25,99|23,23|28,91M|-9,88%
FLRY3|Jun 21|25,92|26,43|27,88|25,64|30,23M|-2,08%
FLRY3|Mai 21|26,47|25,61|27,64|24,83|38,86M|3,60%
FLRY3|Abr 21|25,55|25,60|27,76|25,13|39,97M|-0,20%
FLRY3|Mar 21|25,60|26,60|26,81|23,95|44,89M|-4,58%
FLRY3|Fev 21|26,83|26,75|28,99|26,34|31,48M|2,17%
FLRY3|Jan 21|26,26|27,10|28,53|25,32|35,60M|-1,92%
FLRY3|Dez 20|26,78|26,31|27,82|25,42|35,83M|1,73%
FLRY3|Nov 20|26,32|27,35|29,23|25,99|40,35M|-2,89%
FLRY3|Out 20|27,10|26,37|28,53|25,82|37,84M|3,29%
FLRY3|Set 20|26,24|26,27|29,54|25,49|55,07M|1,46%
FLRY3|Ago 20|25,86|25,46|26,99|23,70|45,19M|1,91%
FLRY3|Jul 20|25,38|24,68|26,36|23,61|50,59M|4,15%
FLRY3|Jun 20|24,37|23,14|26,94|22,89|53,03M|5,31%
FLRY3|Mai 20|23,14|21,75|24,77|19,08|55,04M|2,41%
FLRY3|Abr 20|22,59|19,72|25,02|18,81|68,64M|12,65%
FLRY3|Mar 20|20,06|29,78|31,86|16,99|92,18M|-31,99%
FLRY3|Fev 20|29,49|30,08|33,08|28,18|40,88M|-1,97%
FLRY3|Jan 20|30,08|30,06|31,90|29,12|40,24M|1,91%
FLRY3|Dez 19|29,52|27,56|29,87|27,20|36,46M|7,12%
FLRY3|Nov 19|27,56|24,59|27,70|24,36|33,46M|11,98%
FLRY3|Out 19|24,61|25,54|25,54|23,12|30,84M|-3,67%
FLRY3|Set 19|25,54|23,20|25,57|22,40|31,25M|10,08%
FLRY3|Ago 19|23,21|22,56|23,78|21,45|45,71M|2,87%
FLRY3|Jul 19|22,56|20,79|23,13|20,40|40,23M|10,21%
FLRY3|Jun 19|20,47|19,08|20,79|18,88|31,48M|7,83%
FLRY3|Mai 19|18,98|19,93|20,11|17,94|45,62M|-4,58%
FLRY3|Abr 19|19,89|19,60|22,25|19,60|50,29M|1,72%
FLRY3|Mar 19|19,56|18,64|20,13|18,29|33,02M|5,63%
FLRY3|Fev 19|18,51|20,65|20,86|18,44|49,79M|-10,23%
FLRY3|Jan 19|20,63|18,11|21,19|18,08|46,65M|13,35%
FLRY3|Dez 18|18,20|20,24|20,32|17,68|32,85M|-8,43%
FLRY3|Nov 18|19,87|19,38|20,77|18,31|35,30M|3,60%
FLRY3|Out 18|19,18|19,71|21,75|18,84|46,09M|-2,11%
FLRY3|Set 18|19,59|23,41|23,82|19,59|32,48M|-17,12%
FLRY3|Ago 18|23,64|24,82|26,20|23,09|29,74M|-5,51%
FLRY3|Jul 18|25,02|24,18|26,61|23,10|31,29M|3,52%
FLRY3|Jun 18|24,17|22,52|24,31|20,55|39,67M|7,61%
FLRY3|Mai 18|22,46|23,76|25,38|21,54|46,89M|-5,86%
FLRY3|Abr 18|23,86|24,76|25,31|23,32|37,17M|-3,80%
FLRY3|Mar 18|24,80|24,23|26,66|24,00|39,38M|2,36%
FLRY3|Fev 18|24,23|26,77|27,10|24,11|35,48M|-9,57%
FLRY3|Jan 18|26,79|26,41|26,92|23,82|38,00M|1,77%
FLRY3|Dez 17|26,33|23,37|26,44|22,00|42,37M|12,89%
FLRY3|Nov 17|23,32|25,80|26,23|22,91|39,29M|-9,18%
FLRY3|Out 17|25,68|26,17|27,99|24,73|39,26M|-2,00%
FLRY3|Set 17|26,20|28,18|28,69|24,85|85,49M|-7,03%
FLRY3|Ago 17|28,18|26,49|28,63|24,82|18,32M|6,24%
FLRY3|Jul 17|26,53|23,75|26,76|22,57|15,92M|12,05%
FLRY3|Jun 17|23,68|25,31|26,10|23,23|19,73M|-5,58%
FLRY3|Mai 17|25,08|22,97|26,22|22,97|28,31M|8,09%
FLRY3|Abr 17|23,20|18,78|23,50|18,43|16,63M|24,16%
FLRY3|Mar 17|18,68|18,93|19,56|17,20|23,41M|-1,28%
FLRY3|Fev 17|18,93|16,75|19,22|15,84|27,25M|14,06%
FLRY3|Jan 17|16,59|15,60|17,27|14,98|28,79M|6,54%
FLRY3|Dez 16|15,58|16,12|17,19|15,03|23,25M|-3,53%
FLRY3|Nov 16|16,15|17,36|17,53|15,44|20,96M|-7,55%
FLRY3|Out 16|17,46|15,89|17,72|15,79|23,51M|10,17%
FLRY3|Set 16|15,85|15,77|16,68|15,17|23,06M|0,31%
FLRY3|Ago 16|15,80|12,90|15,98|12,76|27,96M|23,25%
FLRY3|Jul 16|12,82|11,23|13,22|10,61|34,38M|13,53%
FLRY3|Jun 16|11,29|10,58|11,35|10,56|18,42M|5,97%
FLRY3|Mai 16|10,66|10,21|11,11|9,65|25,86M|3,88%
FLRY3|Abr 16|10,26|8,63|10,26|8,43|18,47M|16,62%
FLRY3|Mar 16|8,80|6,67|9,21|6,54|18,54M|32,21%
FLRY3|Fev 16|6,65|5,96|6,65|5,80|6,24M|11,64%
FLRY3|Jan 16|5,96|6,41|6,45|5,71|7,08M|-8,75%
FLRY3|Dez 15|6,53|6,60|6,64|5,98|6,18M|-1,30%
FLRY3|Nov 15|6,62|6,67|6,97|6,36|6,06M|-1,10%
FLRY3|Out 15|6,69|6,66|6,88|6,40|11,87M|0,86%
FLRY3|Set 15|6,63|6,78|7,20|6,34|11,03M|-2,11%
FLRY3|Ago 15|6,78|7,31|7,52|6,66|10,96M|-7,25%
FLRY3|Jul 15|7,31|7,42|7,64|7,10|5,73M|-1,91%
FLRY3|Jun 15|7,45|6,96|7,73|6,96|6,32M|6,08%
FLRY3|Mai 15|7,02|6,74|7,33|6,64|4,96M|5,68%
FLRY3|Abr 15|6,64|6,43|6,90|6,23|8,76M|2,31%
FLRY3|Mar 15|6,49|5,60|6,49|5,35|7,17M|15,86%
FLRY3|Fev 15|5,60|5,62|6,24|5,41|4,57M|-0,29%
FLRY3|Jan 15|5,62|6,49|6,56|5,28|5,48M|-14,93%
FLRY3|Dez 14|6,61|6,47|6,61|6,21|8,15M|2,07%
FLRY3|Nov 14|6,47|6,29|6,55|5,93|6,04M|1,14%
FLRY3|Out 14|6,40|5,51|6,40|4,99|17,52M|16,11%
FLRY3|Set 14|5,51|6,18|6,23|5,36|12,92M|-11,51%
FLRY3|Ago 14|6,23|5,82|6,23|5,50|16,73M|7,17%
FLRY3|Jul 14|5,81|6,52|6,63|5,79|14,03M|-11,19%
FLRY3|Jun 14|6,54|6,68|6,70|6,37|7,97M|-1,87%
FLRY3|Mai 14|6,67|5,83|6,67|5,82|19,65M|14,44%
FLRY3|Abr 14|5,83|7,19|7,20|5,56|16,99M|-19,11%
FLRY3|Mar 14|7,20|7,59|7,59|6,92|12,62M|-3,60%
FLRY3|Fev 14|7,47|6,89|7,47|6,58|17,59M|8,40%
FLRY3|Jan 14|6,89|6,88|7,22|6,73|15,65M|0,27%
FLRY3|Dez 13|6,88|7,24|7,46|6,81|10,24M|-5,27%
FLRY3|Nov 13|7,26|6,42|7,62|6,21|16,08M|13,46%
FLRY3|Out 13|6,40|6,72|6,89|6,11|20,05M|-5,45%
FLRY3|Set 13|6,77|6,82|7,04|6,51|14,43M|-0,54%
FLRY3|Ago 13|6,80|7,03|7,16|6,66|15,11M|-3,47%
FLRY3|Jul 13|7,05|6,68|7,11|6,55|21,24M|6,59%
FLRY3|Jun 13|6,61|7,31|7,42|6,48|17,77M|-9,09%
FLRY3|Mai 13|7,27|7,08|7,61|6,86|14,43M|4,82%
FLRY3|Abr 13|6,94|6,91|7,27|6,57|25,93M|0,00%
FLRY3|Mar 13|6,94|7,92|7,92|6,84|19,23M|-13,18%
FLRY3|Fev 13|7,99|8,08|8,19|7,78|10,45M|-1,12%
FLRY3|Jan 13|8,08|8,36|8,36|7,96|11,78M|-3,47%
FLRY3|Dez 12|8,37|8,46|8,82|7,91|13,93M|0,66%
FLRY3|Nov 12|8,32|8,56|8,82|8,03|7,11M|-3,73%
FLRY3|Out 12|8,64|8,79|9,43|8,14|7,65M|-1,48%
FLRY3|Set 12|8,77|7,87|8,77|7,85|5,84M|9,98%
FLRY3|Ago 12|7,97|7,78|8,31|7,71|7,65M|3,59%
FLRY3|Jul 12|7,70|9,09|9,77|7,64|20,86M|-16,04%
FLRY3|Jun 12|9,17|8,56|9,34|8,34|4,58M|5,63%
FLRY3|Mai 12|8,68|8,81|9,38|8,56|7,65M|-1,71%
FLRY3|Abr 12|8,83|8,79|8,99|8,40|7,51M|1,91%
FLRY3|Mar 12|8,67|8,70|9,38|8,56|12,98M|-1,59%
FLRY3|Fev 12|8,81|8,13|8,88|7,66|10,08M|7,18%
FLRY3|Jan 12|8,22|7,83|8,27|7,67|6,57M|6,78%
FLRY3|Dez 11|7,69|7,39|7,96|7,39|7,39M|4,19%
FLRY3|Nov 11|7,39|7,65|8,17|7,33|11,93M|-4,85%
FLRY3|Out 11|7,76|7,89|8,03|7,26|7,38M|-3,52%
FLRY3|Set 11|8,04|8,16|8,46|7,40|8,87M|-2,43%
FLRY3|Ago 11|8,25|7,75|8,25|6,41|12,93M|8,73%
FLRY3|Jul 11|7,58|8,14|8,51|7,48|6,91M|-6,29%
FLRY3|Jun 11|8,09|9,18|9,26|7,93|5,14M|-12,58%
FLRY3|Mai 11|9,26|8,37|9,50|8,24|5,60M|10,87%
FLRY3|Abr 11|8,35|8,79|8,83|7,63|8,19M|-3,30%
FLRY3|Mar 11|8,63|7,77|8,81|7,65|4,44M|9,98%
FLRY3|Fev 11|7,85|9,14|9,25|7,76|9,75M|-11,80%
FLRY3|Jan 11|8,90|9,49|10,04|8,72|10,78M|-6,19%
FLRY3|Dez 10|9,49|7,95|9,68|7,85|7,63M|12,83%
FLRY3|Nov 10|8,41|8,29|8,55|7,84|8,16M|3,70%
FLRY3|Out 10|8,11|7,81|8,26|7,56|5,20M|4,78%
FLRY3|Set 10|7,74|8,10|8,41|7,62|5,91M|-2,76%
FLRY3|Ago 10|7,96|7,40|8,57|7,29|3,61M|6,42%
FLRY3|Jul 10|7,48|7,31|7,88|7,15|4,96M|2,05%
FLRY3|Jun 10|7,33|6,52|7,33|6,32|2,96M|12,42%
FLRY3|Mai 10|6,52|6,68|6,71|5,87|7,37M|0,31%
FLRY3|Abr 10|6,50|6,96|7,13|6,18|10,13M|-6,61%
FLRY3|Mar 10|6,96|7,36|7,37|6,78|7,65M|-5,05%
FLRY3|Fev 10|7,33|7,14|7,38|6,31|6,53M|2,66%
FLRY3|Jan 10|7,14|6,60|7,51|6,54|10,65M|5,93%
GGBR3|Fev 22|23,30|22,60|23,30|22,33|39,40K|3,10%
GGBR3|Jan 22|22,60|22,47|23,84|21,66|1,07M|0,58%
GGBR3|Dez 21|22,47|21,55|24,81|21,00|1,36M|6,80%
GGBR3|Nov 21|21,04|20,65|21,50|18,84|1,50M|2,63%
GGBR3|Out 21|20,50|20,40|21,56|19,22|2,14M|0,10%
GGBR3|Set 21|20,48|21,01|21,25|17,41|2,94M|-3,12%
GGBR3|Ago 21|21,14|23,18|23,90|20,58|2,04M|-8,76%
GGBR3|Jul 21|23,17|22,87|24,06|21,88|2,14M|2,80%
GGBR3|Jun 21|22,54|25,11|25,52|21,72|3,42M|-8,30%
GGBR3|Mai 21|24,58|24,64|27,13|23,29|3,60M|1,82%
GGBR3|Abr 21|24,14|21,23|25,43|20,61|3,58M|13,98%
GGBR3|Mar 21|21,18|18,70|21,49|18,22|3,27M|14,86%
GGBR3|Fev 21|18,44|17,30|20,07|16,85|2,82M|7,46%
GGBR3|Jan 21|17,16|17,63|21,58|16,54|2,72M|-2,61%
GGBR3|Dez 20|17,62|16,17|18,08|16,05|2,30M|9,99%
GGBR3|Nov 20|16,02|15,58|16,77|14,83|2,55M|3,42%
GGBR3|Out 20|15,49|14,75|16,69|14,22|2,46M|6,39%
GGBR3|Set 20|14,56|13,72|15,39|13,59|2,38M|6,05%
GGBR3|Ago 20|13,73|12,61|14,55|12,26|2,62M|8,88%
GGBR3|Jul 20|12,61|11,51|13,33|11,05|3,37M|9,56%
GGBR3|Jun 20|11,51|9,75|11,75|9,50|3,70M|22,19%
GGBR3|Mai 20|9,42|8,68|9,97|7,97|2,32M|2,39%
GGBR3|Abr 20|9,20|7,70|9,39|7,03|2,83M|15,58%
GGBR3|Mar 20|7,96|12,49|14,37|6,26|3,11M|-36,98%
GGBR3|Fev 20|12,63|15,36|16,34|11,97|1,06M|-19,14%
GGBR3|Jan 20|15,62|14,72|16,71|14,54|1,13M|6,84%
GGBR3|Dez 19|14,62|12,17|14,62|11,99|985,20K|19,74%
GGBR3|Nov 19|12,21|9,47|12,80|9,47|1,92M|28,53%
GGBR3|Out 19|9,50|9,37|9,61|8,91|1,04M|1,50%
GGBR3|Set 19|9,36|9,45|9,96|9,11|1,06M|0,00%
GGBR3|Ago 19|9,36|10,07|10,07|8,69|1,57M|-6,49%
GGBR3|Jul 19|10,01|10,66|10,91|9,78|1,39M|-5,39%
GGBR3|Jun 19|10,58|9,77|10,58|9,55|621,30K|8,29%
GGBR3|Mai 19|9,77|9,80|10,10|9,47|611,50K|0,00%
GGBR3|Abr 19|9,77|10,31|11,15|9,62|951,70K|-4,78%
GGBR3|Mar 19|10,26|10,51|10,94|10,06|809,50K|-1,44%
GGBR3|Fev 19|10,41|10,76|11,01|10,27|620,30K|-1,79%
GGBR3|Jan 19|10,60|10,30|10,97|9,93|1,01M|3,82%
GGBR3|Dez 18|10,21|10,48|10,70|9,52|1,31M|0,59%
GGBR3|Nov 18|10,15|10,62|11,28|9,71|1,17M|-5,23%
GGBR3|Out 18|10,71|10,97|11,22|9,91|1,31M|-2,81%
GGBR3|Set 18|11,02|10,71|11,17|9,78|874,40K|4,95%
GGBR3|Ago 18|10,50|10,00|10,86|9,45|2,22M|3,45%
GGBR3|Jul 18|10,15|8,65|10,59|8,65|1,15M|16,00%
GGBR3|Jun 18|8,75|9,61|10,18|8,18|4,33M|-6,32%
GGBR3|Mai 18|9,34|11,20|12,40|9,29|1,46M|-18,21%
GGBR3|Abr 18|11,42|10,79|11,99|10,39|976,10K|7,03%
GGBR3|Mar 18|10,67|10,97|11,53|10,06|1,51M|-2,65%
GGBR3|Fev 18|10,96|10,01|11,38|9,30|1,44M|9,49%
GGBR3|Jan 18|10,01|8,43|10,58|8,43|1,66M|19,17%
GGBR3|Dez 17|8,40|7,76|8,61|7,58|869,70K|8,81%
GGBR3|Nov 17|7,72|8,78|8,97|7,72|2,08M|-11,77%
GGBR3|Out 17|8,75|8,91|9,77|8,40|2,15M|-1,69%
GGBR3|Set 17|8,90|9,68|10,87|8,53|2,22M|-6,32%
GGBR3|Ago 17|9,50|8,57|9,74|8,40|12,96M|10,85%
GGBR3|Jul 17|8,57|8,19|9,00|8,13|7,77M|4,64%
GGBR3|Jun 17|8,19|7,65|8,27|7,08|8,77M|7,48%
GGBR3|Mai 17|7,62|7,79|8,29|6,12|8,60M|-2,18%
GGBR3|Abr 17|7,79|8,45|8,82|7,18|6,23M|-8,35%
GGBR3|Mar 17|8,50|7,41|9,95|7,26|32,59M|15,65%
GGBR3|Fev 17|7,35|7,06|7,65|6,87|5,35M|5,76%
GGBR3|Jan 17|6,95|6,32|7,61|6,10|5,68M|9,11%
GGBR3|Dez 16|6,37|7,63|7,78|5,90|4,04M|-16,51%
GGBR3|Nov 16|7,63|6,51|8,18|5,86|10,29M|17,20%
GGBR3|Out 16|6,51|5,34|6,54|5,15|5,14M|23,53%
GGBR3|Set 16|5,27|5,11|5,74|4,82|6,27M|1,54%
GGBR3|Ago 16|5,19|4,43|5,92|4,24|6,93M|17,16%
GGBR3|Jul 16|4,43|3,40|4,58|3,35|5,90M|29,15%
GGBR3|Jun 16|3,43|3,19|3,68|3,13|8,58M|8,89%
GGBR3|Mai 16|3,15|4,53|4,56|3,13|5,57M|-30,46%
GGBR3|Abr 16|4,53|3,75|4,84|3,53|6,81M|17,05%
GGBR3|Mar 16|3,87|2,24|3,97|2,20|9,57M|75,11%
GGBR3|Fev 16|2,21|2,13|2,70|2,08|3,84M|6,25%
GGBR3|Jan 16|2,08|2,79|2,79|1,95|10,12M|-25,45%
GGBR3|Dez 15|2,79|3,39|3,52|2,67|4,89M|-15,96%
GGBR3|Nov 15|3,32|3,31|3,71|2,99|9,93M|2,15%
GGBR3|Out 15|3,25|3,47|4,16|3,18|8,95M|-7,14%
GGBR3|Set 15|3,50|3,43|4,44|3,38|4,57M|-1,13%
GGBR3|Ago 15|3,54|3,88|4,15|3,08|4,24M|-10,38%
GGBR3|Jul 15|3,95|4,81|4,81|3,66|6,54M|-17,71%
GGBR3|Jun 15|4,80|5,62|5,83|4,66|6,47M|-15,04%
GGBR3|Mai 15|5,65|6,00|6,39|5,58|6,25M|-6,77%
GGBR3|Abr 15|6,06|6,05|6,23|5,43|2,35M|-0,66%
GGBR3|Mar 15|6,10|6,33|6,68|5,79|18,35M|-5,43%
GGBR3|Fev 15|6,45|5,74|6,67|5,73|12,87M|13,56%
GGBR3|Jan 15|5,68|6,09|6,70|5,40|1,10M|-8,39%
GGBR3|Dez 14|6,20|7,01|7,01|5,28|854,60K|-11,55%
GGBR3|Nov 14|7,01|7,07|7,42|6,61|1,00M|-0,28%
GGBR3|Out 14|7,03|7,58|8,15|6,81|2,27M|-8,58%
GGBR3|Set 14|7,69|8,18|8,67|7,53|2,48M|-5,99%
GGBR3|Ago 14|8,18|8,25|8,54|7,72|2,49M|-0,37%
GGBR3|Jul 14|8,21|7,92|8,85|7,92|1,48M|4,06%
GGBR3|Jun 14|7,89|8,34|8,76|7,89|1,30M|-5,05%
GGBR3|Mai 14|8,31|8,26|9,08|8,23|1,11M|1,59%
GGBR3|Abr 14|8,18|8,94|8,96|8,10|2,12M|-8,71%
GGBR3|Mar 14|8,96|8,84|9,09|8,18|1,74M|1,70%
GGBR3|Fev 14|8,81|10,54|10,54|8,65|2,77M|-17,51%
GGBR3|Jan 14|10,68|11,36|11,46|10,11|2,00M|-5,99%
GGBR3|Dez 13|11,36|11,29|11,85|10,94|2,31M|0,62%
GGBR3|Nov 13|11,29|11,04|11,74|10,84|1,54M|1,80%
