"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"Abr 06","20,86","19,10","21,55","19,10","33,78M","9,50%"
"Mar 06","19,05","19,43","20,43","18,22","46,50M","-4,13%"
"Fev 06","19,87","21,14","21,24","18,07","43,89M","-6,01%"
"Jan 06","21,14","16,56","21,14","16,54","45,54M","25,16%"
"Dez 05","16,89","15,37","16,94","15,29","24,99M","9,89%"
"Nov 05","15,37","14,68","15,62","13,49","32,34M","5,42%"
"Out 05","14,58","16,46","16,60","13,40","38,56M","-11,42%"
"Set 05","16,46","15,19","17,19","14,84","32,29M","8,29%"
"Ago 05","15,20","12,79","15,20","12,79","206,70M","18,66%"
"Jul 05","12,81","12,23","13,08","11,96","185,74M","3,31%"
"Jun 05","12,40","11,47","12,93","11,47","172,72M","8,20%"
"Mai 05","11,46","10,98","11,73","10,62","132,53M","4,28%"
"Abr 05","10,99","12,07","12,37","10,64","147,33M","-8,49%"
"Mar 05","12,01","12,83","13,59","11,45","178,92M","-7,47%"
"Fev 05","12,98","10,85","13,34","10,78","224,67M","18,32%"
"Jan 05","10,97","10,94","10,97","10,28","186,40M","0,73%"
"Dez 04","10,89","10,50","11,03","10,07","197,81M","4,31%"
"Nov 04","10,44","10,47","10,73","9,92","175,88M","-0,38%"
"Out 04","10,48","10,43","11,07","9,82","192,17M","-1,13%"
"Set 04","10,60","9,21","10,67","9,20","131,50M","14,72%"
"Ago 04","9,24","8,73","9,64","8,56","313,66M","5,48%"
"Jul 04","8,76","8,69","8,99","8,33","259,96M","0,00%"
"Jun 04","8,76","8,23","9,02","8,04","225,89M","6,44%"
"Mai 04","8,23","8,64","9,40","7,83","319,61M","-4,75%"
"Abr 04","8,64","9,91","10,51","8,50","244,94M","-12,99%"
"Mar 04","9,93","9,32","10,12","9,20","220,74M","7,58%"
"Fev 04","9,23","8,79","9,92","8,50","178,51M","6,21%"
"Jan 04","8,69","8,54","10,40","8,48","201,75M","1,05%"
"Dez 03","8,60","7,28","8,74","7,28","203,12M","18,13%"
"Nov 03","7,28","6,88","7,56","6,85","189,70M","5,97%"
"Out 03","6,87","6,74","7,51","6,74","236,34M","2,08%"
"Set 03","6,73","6,70","7,34","6,52","265,98M","0,15%"
"Ago 03","6,72","6,21","6,73","5,83","238,80M","8,21%"
"Jul 03","6,21","5,69","6,36","5,67","183,62M","9,33%"
"Jun 03","5,68","5,89","6,14","5,53","231,52M","-4,22%"
"Mai 03","5,93","5,54","6,18","5,42","250,56M","7,04%"
"Abr 03","5,54","5,28","5,64","5,07","221,86M","6,74%"
"Mar 03","5,19","4,80","5,61","4,69","185,94M","6,13%"
"Fev 03","4,89","5,32","5,41","4,66","193,85M","-7,74%"
"Jan 03","5,30","5,40","6,03","4,96","191,77M","-1,85%"
"Dez 02","5,40","5,01","5,69","4,75","168,24M","9,98%"
"Nov 02","4,91","4,91","5,14","4,55","178,12M","-1,21%"
"Out 02","4,97","4,19","5,10","3,80","386,46M","20,92%"
"Set 02","4,11","4,92","5,52","3,78","325,32M","-16,80%"
"Ago 02","4,94","4,60","5,25","4,39","355,80M","7,39%"
