"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"Fev 14","53,18","50,72","54,37","46,86","203,64K","5,74%"
"Jan 14","50,29","53,24","55,08","49,37","112,68K","-3,01%"
"Dez 13","51,85","52,33","53,68","49,12","98,18K","0,34%"
"Nov 13","51,68","56,20","56,20","51,25","68,01K","-7,39%"
"Out 13","55,80","54,38","56,03","53,44","55,53K","4,74%"
"Set 13","53,27","53,04","53,98","50,69","115,71K","1,20%"
"Ago 13","52,64","53,90","55,85","52,18","106,91K","-1,87%"
"Jul 13","53,65","55,50","55,73","52,03","142,87K","-2,57%"
"Jun 13","55,06","58,55","59,70","51,48","96,41K","-6,69%"
"Mai 13","59,01","61,33","61,33","58,09","50,76K","-2,58%"
"Abr 13","60,57","59,24","60,61","57,63","28,17K","1,93%"
"Mar 13","59,42","57,77","59,42","57,63","40,59K","2,70%"
"Fev 13","57,86","58,78","59,47","57,66","41,28K","-2,93%"
"Jan 13","59,60","59,60","60,16","58,78","29,18K","0,62%"
"Dez 12","59,24","58,64","59,24","56,94","29,28K","0,39%"
"Nov 12","59,01","57,86","59,65","55,10","42,91K","1,18%"
"Out 12","58,32","57,86","59,70","56,94","12,43K","-1,55%"
"Set 12","59,24","59,24","59,70","57,03","32,06K","-0,69%"
"Ago 12","59,65","60,84","60,84","58,78","30,06K","-1,96%"
"Jul 12","60,84","59,70","61,99","59,70","16,22K","1,92%"
"Jun 12","59,70","57,72","59,93","57,72","10,80K","2,77%"
"Mai 12","58,09","58,32","59,70","56,71","23,21K","-1,17%"
"Abr 12","58,78","56,71","58,78","56,71","10,50K","2,40%"
"Mar 12","57,40","56,02","59,24","54,19","27,94K","1,63%"
"Fev 12","56,48","54,64","56,53","53,50","24,69K","3,36%"
"Jan 12","54,64","53,27","55,10","52,35","11,68K","1,71%"
"Dez 11","53,73","50,51","53,73","50,51","7,34K","5,40%"
"Nov 11","50,97","53,73","53,73","49,59","11,44K","2,78%"
"Out 11","49,59","51,71","51,71","49,59","6,39K","-4,00%"
"Set 11","51,66","54,19","54,19","51,66","2,35K","-4,66%"
"Ago 11","54,19","50,51","54,19","50,10","8,23K","8,26%"
"Jul 11","50,05","49,59","50,05","48,90","8,48K","2,54%"
"Jun 11","48,81","47,99","49,59","47,76","10,56K","1,92%"
"Mai 11","47,89","47,57","47,89","47,57","12,96K","-0,10%"
"Abr 11","47,94","47,94","47,94","47,94","13,21K","0,00%"
