"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"Mar 11","8,63","7,77","8,81","7,65","4,44M","9,98%"
"Fev 11","7,85","9,14","9,25","7,76","9,75M","-11,80%"
"Jan 11","8,90","9,49","10,04","8,72","10,78M","-6,19%"
"Dez 10","9,49","7,95","9,68","7,85","7,63M","12,83%"
"Nov 10","8,41","8,29","8,55","7,84","8,16M","3,70%"
"Out 10","8,11","7,81","8,26","7,56","5,20M","4,78%"
"Set 10","7,74","8,10","8,41","7,62","5,91M","-2,76%"
"Ago 10","7,96","7,40","8,57","7,29","3,61M","6,42%"
"Jul 10","7,48","7,31","7,88","7,15","4,96M","2,05%"
"Jun 10","7,33","6,52","7,33","6,32","2,96M","12,42%"
"Mai 10","6,52","6,68","6,71","5,87","7,37M","0,31%"
"Abr 10","6,50","6,96","7,13","6,18","10,13M","-6,61%"
"Mar 10","6,96","7,36","7,37","6,78","7,65M","-5,05%"
"Fev 10","7,33","7,14","7,38","6,31","6,53M","2,66%"
"Jan 10","7,14","6,60","7,51","6,54","10,65M","5,93%"
